species,size bins,count,
Mucharra,6.08E-01,0,
Mucharra,7.24E-01,0,
Mucharra,8.62E-01,0,
Mucharra,1.03E+00,0,
Mucharra,1.22E+00,0,
Mucharra,1.46E+00,0,
Mucharra,1.73E+00,0,
Mucharra,2.06E+00,0,
Mucharra,2.46E+00,0,
Mucharra,2.92E+00,0,
Mucharra,3.48E+00,0,
Mucharra,4.15E+00,0,
Mucharra,4.94E+00,3,
Mucharra,5.88E+00,1,
Mucharra,7.00E+00,3,
Mucharra,8.33E+00,4,
Mucharra,9.92E+00,5,
Mucharra,1.18E+01,8,
Mucharra,1.41E+01,7,
Mucharra,1.67E+01,13,
Mucharra,1.99E+01,11,
Mucharra,2.37E+01,14,
Mucharra,2.83E+01,29,
Mucharra,3.37E+01,56,
Mucharra,4.01E+01,69,
Mucharra,4.77E+01,11,
Mucharra,5.68E+01,2,
Mucharra,6.76E+01,1,
Mucharra,8.05E+01,7,
Mucharra,9.59E+01,7,
Mucharra,1.14E+02,8,
Mucharra,1.36E+02,3,
Mucharra,1.62E+02,0,
Mucharra,1.93E+02,0,
Mucharra,2.29E+02,0,
Mucharra,2.73E+02,0,
Mucharra,3.25E+02,0,
Mucharra,3.87E+02,0,
Mucharra,4.61E+02,0,
Mucharra,5.49E+02,0,
Mucharra,6.54E+02,0,
Mucharra,7.78E+02,0,
Mucharra,9.27E+02,0,
Mucharra,1.10E+03,0,
Mucharra,1.31E+03,0,
Mucharra,1.56E+03,0,
Mucharra,1.86E+03,0,
Mucharra,2.22E+03,0,
Mucharra,2.64E+03,0,
Mucharra,3.14E+03,0,
Mucharra,3.74E+03,0,
Mucharra,4.46E+03,0,
Mucharra,5.31E+03,0,
Mucharra,6.32E+03,0,
Mucharra,7.52E+03,0,
Mucharra,8.96E+03,0,
Mucharra,1.07E+04,0,
Mucharra,1.27E+04,0,
Mucharra,1.51E+04,0,
Safia,4.75E-04,0,
Safia,5.66E-04,0,
Safia,6.74E-04,0,
Safia,8.02E-04,0,
Safia,9.55E-04,0,
Safia,1.14E-03,0,
Safia,1.35E-03,0,
Safia,1.61E-03,0,
Safia,1.92E-03,0,
Safia,2.29E-03,0,
Safia,2.72E-03,0,
Safia,3.24E-03,0,
Safia,3.86E-03,0,
Safia,4.59E-03,0,
Safia,5.47E-03,0,
Safia,6.51E-03,0,
Safia,7.75E-03,0,
Safia,9.23E-03,0,
Safia,1.10E-02,0,
Safia,1.31E-02,0,
Safia,1.56E-02,0,
Safia,1.85E-02,0,
Safia,2.21E-02,0,
Safia,2.63E-02,0,
Safia,3.13E-02,0,
Safia,3.73E-02,0,
Safia,4.44E-02,0,
Safia,5.28E-02,0,
Safia,6.29E-02,0,
Safia,7.49E-02,0,
Safia,8.92E-02,0,
Safia,1.06E-01,0,
Safia,1.26E-01,0,
Safia,1.51E-01,0,
Safia,1.79E-01,0,
Safia,2.13E-01,0,
Safia,2.54E-01,0,
Safia,3.03E-01,0,
Safia,3.60E-01,0,
Safia,4.29E-01,0,
Safia,5.11E-01,0,
Safia,6.08E-01,0,
Safia,7.24E-01,0,
Safia,8.62E-01,0,
Safia,1.03E+00,0,
Safia,1.22E+00,0,
Safia,1.46E+00,0,
Safia,1.73E+00,0,
Safia,2.06E+00,0,
Safia,2.46E+00,0,
Safia,2.92E+00,1,
Safia,3.48E+00,1,
Safia,4.15E+00,0,
Safia,4.94E+00,1,
Safia,5.88E+00,3,
Safia,7.00E+00,0,
Safia,8.33E+00,0,
Safia,9.92E+00,1,
Safia,1.18E+01,0,
Safia,1.41E+01,0,
Safia,1.67E+01,0,
Safia,1.99E+01,1,
Safia,2.37E+01,4,
Safia,2.83E+01,2,
Safia,3.37E+01,4,
Safia,4.01E+01,6,
Safia,4.77E+01,2,
Safia,5.68E+01,0,
Safia,6.76E+01,0,
Safia,8.05E+01,3,
Safia,9.59E+01,1,
Safia,1.14E+02,3,
Safia,1.36E+02,9,
Safia,1.62E+02,7,
Safia,1.93E+02,1,
Safia,2.29E+02,2,
Safia,2.73E+02,0,
Safia,3.25E+02,2,
Safia,3.87E+02,3,
Safia,4.61E+02,4,
Safia,5.49E+02,4,
Safia,6.54E+02,0,
Safia,7.78E+02,0,
Safia,9.27E+02,0,
Safia,1.10E+03,0,
Safia,1.31E+03,0,
Safia,1.56E+03,0,
Safia,1.86E+03,0,
Safia,2.22E+03,0,
Safia,2.64E+03,0,
Safia,3.14E+03,0,
Safia,3.74E+03,0,
Safia,4.46E+03,0,
Safia,5.31E+03,0,
Safia,6.32E+03,0,
Safia,7.52E+03,0,
Safia,8.96E+03,0,
Safia,1.07E+04,0,
Safia,1.27E+04,0,
Safia,1.51E+04,0,
Silverside,4.75E-04,0,
Silverside,5.66E-04,0,
Silverside,6.74E-04,0,
Silverside,8.02E-04,0,
Silverside,9.55E-04,0,
Silverside,1.14E-03,0,
Silverside,1.35E-03,0,
Silverside,1.61E-03,0,
Silverside,1.92E-03,0,
Silverside,2.29E-03,0,
Silverside,2.72E-03,0,
Silverside,3.24E-03,0,
Silverside,3.86E-03,0,
Silverside,4.59E-03,0,
Silverside,5.47E-03,0,
Silverside,6.51E-03,0,
Silverside,7.75E-03,0,
Silverside,9.23E-03,0,
Silverside,1.10E-02,0,
Silverside,1.31E-02,0,
Silverside,1.56E-02,0,
Silverside,1.85E-02,0,
Silverside,2.21E-02,0,
Silverside,2.63E-02,0,
Silverside,3.13E-02,0,
Silverside,3.73E-02,0,
Silverside,4.44E-02,0,
Silverside,5.28E-02,0,
Silverside,6.29E-02,0,
Silverside,7.49E-02,0,
Silverside,8.92E-02,0,
Silverside,1.06E-01,0,
Silverside,1.26E-01,0,
Silverside,1.51E-01,0,
Silverside,1.79E-01,0,
Silverside,2.13E-01,0,
Silverside,2.54E-01,0,
Silverside,3.03E-01,0,
Silverside,3.60E-01,0,
Silverside,4.29E-01,0,
Silverside,5.11E-01,0,
Silverside,6.08E-01,0,
Silverside,7.24E-01,0,
Silverside,8.62E-01,0,
Silverside,1.03E+00,0,
Silverside,1.22E+00,4,
Silverside,1.46E+00,5,
Silverside,1.73E+00,5,
Silverside,2.06E+00,4,
Silverside,2.46E+00,3,
Silverside,2.92E+00,3,
Silverside,3.48E+00,1,
Silverside,4.15E+00,0,
Silverside,4.94E+00,11,
Silverside,5.88E+00,4,
Silverside,7.00E+00,2,
Silverside,8.33E+00,3,
Silverside,9.92E+00,0,
Silverside,1.18E+01,0,
Silverside,1.41E+01,0,
Silverside,1.67E+01,0,
Silverside,1.99E+01,0,
Silverside,2.37E+01,0,
Silverside,2.83E+01,0,
Silverside,3.37E+01,0,
Silverside,4.01E+01,0,
Silverside,4.77E+01,0,
Silverside,5.68E+01,0,
Silverside,6.76E+01,0,
Silverside,8.05E+01,0,
Silverside,9.59E+01,0,
Silverside,1.14E+02,0,
Silverside,1.36E+02,0,
Silverside,1.62E+02,0,
Silverside,1.93E+02,0,
Silverside,2.29E+02,0,
Silverside,2.73E+02,0,
Silverside,3.25E+02,0,
Silverside,3.87E+02,0,
Silverside,4.61E+02,0,
Silverside,5.49E+02,0,
Silverside,6.54E+02,0,
Silverside,7.78E+02,0,
Silverside,9.27E+02,0,
Silverside,1.10E+03,0,
Silverside,1.31E+03,0,
Silverside,1.56E+03,0,
Silverside,1.86E+03,0,
Silverside,2.22E+03,0,
Silverside,2.64E+03,0,
Silverside,3.14E+03,0,
Silverside,3.74E+03,0,
Silverside,4.46E+03,0,
Silverside,5.31E+03,0,
Silverside,6.32E+03,0,
Silverside,7.52E+03,0,
Silverside,8.96E+03,0,
Silverside,1.07E+04,0,
Silverside,1.27E+04,0,
Silverside,1.51E+04,0,
Redmullet,4.75E-04,0,
Redmullet,5.66E-04,0,
Redmullet,6.74E-04,0,
Redmullet,8.02E-04,0,
Redmullet,9.55E-04,0,
Redmullet,1.14E-03,0,
Redmullet,1.35E-03,0,
Redmullet,1.61E-03,0,
Redmullet,1.92E-03,0,
Redmullet,2.29E-03,0,
Redmullet,2.72E-03,0,
Redmullet,3.24E-03,0,
Redmullet,3.86E-03,0,
Redmullet,4.59E-03,0,
Redmullet,5.47E-03,0,
Redmullet,6.51E-03,0,
Redmullet,7.75E-03,0,
Redmullet,9.23E-03,0,
Redmullet,1.10E-02,0,
Redmullet,1.31E-02,0,
Redmullet,1.56E-02,0,
Redmullet,1.85E-02,0,
Redmullet,2.21E-02,0,
Redmullet,2.63E-02,0,
Redmullet,3.13E-02,0,
Redmullet,3.73E-02,0,
Redmullet,4.44E-02,0,
Redmullet,5.28E-02,0,
Redmullet,6.29E-02,0,
Redmullet,7.49E-02,0,
Redmullet,8.92E-02,0,
Redmullet,1.06E-01,0,
Redmullet,1.26E-01,0,
Redmullet,1.51E-01,0,
Redmullet,1.79E-01,0,
Redmullet,2.13E-01,0,
Redmullet,2.54E-01,0,
Redmullet,3.03E-01,0,
Redmullet,3.60E-01,0,
Redmullet,4.29E-01,0,
Redmullet,5.11E-01,0,
Redmullet,6.08E-01,0,
Redmullet,7.24E-01,0,
Redmullet,8.62E-01,0,
Redmullet,1.03E+00,0,
Redmullet,1.22E+00,0,
Redmullet,1.46E+00,0,
Redmullet,1.73E+00,0,
Redmullet,2.06E+00,0,
Redmullet,2.46E+00,0,
Redmullet,2.92E+00,0,
Redmullet,3.48E+00,0,
Redmullet,4.15E+00,0,
Redmullet,4.94E+00,0,
Redmullet,5.88E+00,0,
Redmullet,7.00E+00,0,
Redmullet,8.33E+00,1,
Redmullet,9.92E+00,0,
Redmullet,1.18E+01,0,
Redmullet,1.41E+01,0,
Redmullet,1.67E+01,0,
Redmullet,1.99E+01,0,
Redmullet,2.37E+01,0,
Redmullet,2.83E+01,0,
Redmullet,3.37E+01,0,
Redmullet,4.01E+01,0,
Redmullet,4.77E+01,0,
Redmullet,5.68E+01,0,
Redmullet,6.76E+01,3,
Redmullet,8.05E+01,7,
Redmullet,9.59E+01,10,
Redmullet,1.14E+02,3,
Redmullet,1.36E+02,9,
Redmullet,1.62E+02,5,
Redmullet,1.93E+02,5,
Redmullet,2.29E+02,1,
Redmullet,2.73E+02,0,
Redmullet,3.25E+02,1,
Redmullet,3.87E+02,0,
Redmullet,4.61E+02,0,
Redmullet,5.49E+02,0,
Redmullet,6.54E+02,0,
Redmullet,7.78E+02,0,
Redmullet,9.27E+02,0,
Redmullet,1.10E+03,0,
Redmullet,1.31E+03,0,
Redmullet,1.56E+03,0,
Redmullet,1.86E+03,0,
Redmullet,2.22E+03,0,
Redmullet,2.64E+03,0,
Redmullet,3.14E+03,0,
Redmullet,3.74E+03,0,
Redmullet,4.46E+03,0,
Redmullet,5.31E+03,0,
Redmullet,6.32E+03,0,
Redmullet,7.52E+03,0,
Redmullet,8.96E+03,0,
Redmullet,1.07E+04,0,
Redmullet,1.27E+04,0,
Redmullet,1.51E+04,0,
Sargo,4.75E-04,0,
Sargo,5.66E-04,0,
Sargo,6.74E-04,0,
Sargo,8.02E-04,0,
Sargo,9.55E-04,0,
Sargo,1.14E-03,0,
Sargo,1.35E-03,0,
Sargo,1.61E-03,0,
Sargo,1.92E-03,0,
Sargo,2.29E-03,0,
Sargo,2.72E-03,0,
Sargo,3.24E-03,0,
Sargo,3.86E-03,0,
Sargo,4.59E-03,0,
Sargo,5.47E-03,0,
Sargo,6.51E-03,0,
Sargo,7.75E-03,0,
Sargo,9.23E-03,0,
Sargo,1.10E-02,0,
Sargo,1.31E-02,0,
Sargo,1.56E-02,0,
Sargo,1.85E-02,0,
Sargo,2.21E-02,0,
Sargo,2.63E-02,0,
Sargo,3.13E-02,0,
Sargo,3.73E-02,0,
Sargo,4.44E-02,0,
Sargo,5.28E-02,0,
Sargo,6.29E-02,0,
Sargo,7.49E-02,0,
Sargo,8.92E-02,0,
Sargo,1.06E-01,0,
Sargo,1.26E-01,0,
Sargo,1.51E-01,0,
Sargo,1.79E-01,0,
Sargo,2.13E-01,0,
Sargo,2.54E-01,0,
Sargo,3.03E-01,0,
Sargo,3.60E-01,0,
Sargo,4.29E-01,0,
Sargo,5.11E-01,0,
Sargo,6.08E-01,0,
Sargo,7.24E-01,0,
Sargo,8.62E-01,0,
Sargo,1.03E+00,0,
Sargo,1.22E+00,0,
Sargo,1.46E+00,0,
Sargo,1.73E+00,0,
Sargo,2.06E+00,0,
Sargo,2.46E+00,0,
Sargo,2.92E+00,0,
Sargo,3.48E+00,0,
Sargo,4.15E+00,1,
Sargo,4.94E+00,0,
Sargo,5.88E+00,2,
Sargo,7.00E+00,2,
Sargo,8.33E+00,2,
Sargo,9.92E+00,0,
Sargo,1.18E+01,1,
Sargo,1.41E+01,6,
Sargo,1.67E+01,6,
Sargo,1.99E+01,5,
Sargo,2.37E+01,1,
Sargo,2.83E+01,1,
Sargo,3.37E+01,0,
Sargo,4.01E+01,0,
Sargo,4.77E+01,1,
Sargo,5.68E+01,2,
Sargo,6.76E+01,1,
Sargo,8.05E+01,0,
Sargo,9.59E+01,0,
Sargo,1.14E+02,1,
Sargo,1.36E+02,0,
Sargo,1.62E+02,0,
Sargo,1.93E+02,0,
Sargo,2.29E+02,0,
Sargo,2.73E+02,0,
Sargo,3.25E+02,2,
Sargo,3.87E+02,2,
Sargo,4.61E+02,4,
Sargo,5.49E+02,2,
Sargo,6.54E+02,0,
Sargo,7.78E+02,0,
Sargo,9.27E+02,1,
Sargo,1.10E+03,0,
Sargo,1.31E+03,0,
Sargo,1.56E+03,0,
Sargo,1.86E+03,0,
Sargo,2.22E+03,0,
Sargo,2.64E+03,0,
Sargo,3.14E+03,0,
Sargo,3.74E+03,0,
Sargo,4.46E+03,0,
Sargo,5.31E+03,0,
Sargo,6.32E+03,0,
Sargo,7.52E+03,0,
Sargo,8.96E+03,0,
Sargo,1.07E+04,0,
Sargo,1.27E+04,0,
Sargo,1.51E+04,0,
Salema,4.75E-04,0,
Salema,5.66E-04,0,
Salema,6.74E-04,0,
Salema,8.02E-04,0,
Salema,9.55E-04,0,
Salema,1.14E-03,0,
Salema,1.35E-03,0,
Salema,1.61E-03,0,
Salema,1.92E-03,0,
Salema,2.29E-03,0,
Salema,2.72E-03,0,
Salema,3.24E-03,0,
Salema,3.86E-03,0,
Salema,4.59E-03,0,
Salema,5.47E-03,0,
Salema,6.51E-03,0,
Salema,7.75E-03,0,
Salema,9.23E-03,0,
Salema,1.10E-02,0,
Salema,1.31E-02,0,
Salema,1.56E-02,0,
Salema,1.85E-02,0,
Salema,2.21E-02,0,
Salema,2.63E-02,0,
Salema,3.13E-02,0,
Salema,3.73E-02,0,
Salema,4.44E-02,0,
Salema,5.28E-02,0,
Salema,6.29E-02,0,
Salema,7.49E-02,0,
Salema,8.92E-02,0,
Salema,1.06E-01,0,
Salema,1.26E-01,0,
Salema,1.51E-01,0,
Salema,1.79E-01,0,
Salema,2.13E-01,0,
Salema,2.54E-01,0,
Salema,3.03E-01,0,
Salema,3.60E-01,0,
Salema,4.29E-01,0,
Salema,5.11E-01,0,
Salema,6.08E-01,0,
Salema,7.24E-01,0,
Salema,8.62E-01,0,
Salema,1.03E+00,0,
Salema,1.22E+00,0,
Salema,1.46E+00,0,
Salema,1.73E+00,0,
Salema,2.06E+00,0,
Salema,2.46E+00,0,
Salema,2.92E+00,0,
Salema,3.48E+00,0,
Salema,4.15E+00,0,
Salema,4.94E+00,0,
Salema,5.88E+00,0,
Salema,7.00E+00,0,
Salema,8.33E+00,0,
Salema,9.92E+00,0,
Salema,1.18E+01,0,
Salema,1.41E+01,0,
Salema,1.67E+01,0,
Salema,1.99E+01,0,
Salema,2.37E+01,0,
Salema,2.83E+01,0,
Salema,3.37E+01,0,
Salema,4.01E+01,0,
Salema,4.77E+01,0,
Salema,5.68E+01,0,
Salema,6.76E+01,0,
Salema,8.05E+01,0,
Salema,9.59E+01,0,
Salema,1.14E+02,0,
Salema,1.36E+02,0,
Salema,1.62E+02,0,
Salema,1.93E+02,1,
Salema,2.29E+02,0,
Salema,2.73E+02,0,
Salema,3.25E+02,0,
Salema,3.87E+02,0,
Salema,4.61E+02,0,
Salema,5.49E+02,0,
Salema,6.54E+02,0,
Salema,7.78E+02,0,
Salema,9.27E+02,0,
Salema,1.10E+03,0,
Salema,1.31E+03,0,
Salema,1.56E+03,0,
Salema,1.86E+03,0,
Salema,2.22E+03,0,
Salema,2.64E+03,0,
Salema,3.14E+03,0,
Salema,3.74E+03,0,
Salema,4.46E+03,0,
Salema,5.31E+03,0,
Salema,6.32E+03,0,
Salema,7.52E+03,0,
Salema,8.96E+03,0,
Salema,1.07E+04,0,
Salema,1.27E+04,0,
Salema,1.51E+04,0,
Wrasse,4.75E-04,0,
Wrasse,5.66E-04,0,
Wrasse,6.74E-04,0,
Wrasse,8.02E-04,0,
Wrasse,9.55E-04,0,
Wrasse,1.14E-03,0,
Wrasse,1.35E-03,0,
Wrasse,1.61E-03,0,
Wrasse,1.92E-03,0,
Wrasse,2.29E-03,0,
Wrasse,2.72E-03,0,
Wrasse,3.24E-03,0,
Wrasse,3.86E-03,0,
Wrasse,4.59E-03,0,
Wrasse,5.47E-03,0,
Wrasse,6.51E-03,0,
Wrasse,7.75E-03,0,
Wrasse,9.23E-03,0,
Wrasse,1.10E-02,0,
Wrasse,1.31E-02,0,
Wrasse,1.56E-02,0,
Wrasse,1.85E-02,0,
Wrasse,2.21E-02,0,
Wrasse,2.63E-02,0,
Wrasse,3.13E-02,0,
Wrasse,3.73E-02,0,
Wrasse,4.44E-02,0,
Wrasse,5.28E-02,0,
Wrasse,6.29E-02,0,
Wrasse,7.49E-02,0,
Wrasse,8.92E-02,0,
Wrasse,1.06E-01,0,
Wrasse,1.26E-01,0,
Wrasse,1.51E-01,0,
Wrasse,1.79E-01,0,
Wrasse,2.13E-01,0,
Wrasse,2.54E-01,0,
Wrasse,3.03E-01,0,
Wrasse,3.60E-01,0,
Wrasse,4.29E-01,0,
Wrasse,5.11E-01,0,
Wrasse,6.08E-01,0,
Wrasse,7.24E-01,0,
Wrasse,8.62E-01,0,
Wrasse,1.03E+00,0,
Wrasse,1.22E+00,0,
Wrasse,1.46E+00,0,
Wrasse,1.73E+00,0,
Wrasse,2.06E+00,0,
Wrasse,2.46E+00,0,
Wrasse,2.92E+00,0,
Wrasse,3.48E+00,1,
Wrasse,4.15E+00,1,
Wrasse,4.94E+00,1,
Wrasse,5.88E+00,1,
Wrasse,7.00E+00,3,
Wrasse,8.33E+00,2,
Wrasse,9.92E+00,1,
Wrasse,1.18E+01,5,
Wrasse,1.41E+01,5,
Wrasse,1.67E+01,17,
Wrasse,1.99E+01,14,
Wrasse,2.37E+01,6,
Wrasse,2.83E+01,11,
Wrasse,3.37E+01,9,
Wrasse,4.01E+01,10,
Wrasse,4.77E+01,1,
Wrasse,5.68E+01,0,
Wrasse,6.76E+01,0,
Wrasse,8.05E+01,0,
Wrasse,9.59E+01,0,
Wrasse,1.14E+02,0,
Wrasse,1.36E+02,0,
Wrasse,1.62E+02,0,
Wrasse,1.93E+02,0,
Wrasse,2.29E+02,0,
Wrasse,2.73E+02,0,
Wrasse,3.25E+02,0,
Wrasse,3.87E+02,0,
Wrasse,4.61E+02,0,
Wrasse,5.49E+02,0,
Wrasse,6.54E+02,0,
Wrasse,7.78E+02,0,
Wrasse,9.27E+02,0,
Wrasse,1.10E+03,0,
Wrasse,1.31E+03,0,
Wrasse,1.56E+03,0,
Wrasse,1.86E+03,0,
Wrasse,2.22E+03,0,
Wrasse,2.64E+03,0,
Wrasse,3.14E+03,0,
Wrasse,3.74E+03,0,
Wrasse,4.46E+03,0,
Wrasse,5.31E+03,0,
Wrasse,6.32E+03,0,
Wrasse,7.52E+03,0,
Wrasse,8.96E+03,0,
Wrasse,1.07E+04,0,
Wrasse,1.27E+04,0,
Wrasse,1.51E+04,0,
Goby,4.75E-04,0,
Goby,5.66E-04,0,
Goby,6.74E-04,0,
Goby,8.02E-04,0,
Goby,9.55E-04,0,
Goby,1.14E-03,0,
Goby,1.35E-03,0,
Goby,1.61E-03,0,
Goby,1.92E-03,0,
Goby,2.29E-03,0,
Goby,2.72E-03,0,
Goby,3.24E-03,0,
Goby,3.86E-03,0,
Goby,4.59E-03,0,
Goby,5.47E-03,0,
Goby,6.51E-03,0,
Goby,7.75E-03,0,
Goby,9.23E-03,0,
Goby,1.10E-02,0,
Goby,1.31E-02,0,
Goby,1.56E-02,0,
Goby,1.85E-02,0,
Goby,2.21E-02,0,
Goby,2.63E-02,0,
Goby,3.13E-02,0,
Goby,3.73E-02,0,
Goby,4.44E-02,0,
Goby,5.28E-02,0,
Goby,6.29E-02,0,
Goby,7.49E-02,0,
Goby,8.92E-02,0,
Goby,1.06E-01,0,
Goby,1.26E-01,0,
Goby,1.51E-01,0,
Goby,1.79E-01,0,
Goby,2.13E-01,0,
Goby,2.54E-01,0,
Goby,3.03E-01,0,
Goby,3.60E-01,0,
Goby,4.29E-01,0,
Goby,5.11E-01,0,
Goby,6.08E-01,0,
Goby,7.24E-01,0,
Goby,8.62E-01,0,
Goby,1.03E+00,0,
Goby,1.22E+00,0,
Goby,1.46E+00,0,
Goby,1.73E+00,0,
Goby,2.06E+00,0,
Goby,2.46E+00,1,
Goby,2.92E+00,0,
Goby,3.48E+00,0,
Goby,4.15E+00,0,
Goby,4.94E+00,2,
Goby,5.88E+00,2,
Goby,7.00E+00,5,
Goby,8.33E+00,6,
Goby,9.92E+00,8,
Goby,1.18E+01,9,
Goby,1.41E+01,6,
Goby,1.67E+01,15,
Goby,1.99E+01,17,
Goby,2.37E+01,18,
Goby,2.83E+01,32,
Goby,3.37E+01,22,
Goby,4.01E+01,9,
Goby,4.77E+01,9,
Goby,5.68E+01,3,
Goby,6.76E+01,0,
Goby,8.05E+01,0,
Goby,9.59E+01,0,
Goby,1.14E+02,0,
Goby,1.36E+02,0,
Goby,1.62E+02,1,
Goby,1.93E+02,0,
Goby,2.29E+02,0,
Goby,2.73E+02,0,
Goby,3.25E+02,0,
Goby,3.87E+02,0,
Goby,4.61E+02,0,
Goby,5.49E+02,0,
Goby,6.54E+02,0,
Goby,7.78E+02,0,
Goby,9.27E+02,0,
Goby,1.10E+03,0,
Goby,1.31E+03,0,
Goby,1.56E+03,0,
Goby,1.86E+03,0,
Goby,2.22E+03,0,
Goby,2.64E+03,0,
Goby,3.14E+03,0,
Goby,3.74E+03,0,
Goby,4.46E+03,0,
Goby,5.31E+03,0,
Goby,6.32E+03,0,
Goby,7.52E+03,0,
Goby,8.96E+03,0,
Goby,1.07E+04,0,
Goby,1.27E+04,0,
Goby,1.51E+04,0,
Anchovy,4.75E-04,0,
Anchovy,5.66E-04,0,
Anchovy,6.74E-04,0,
Anchovy,8.02E-04,0,
Anchovy,9.55E-04,0,
Anchovy,1.14E-03,0,
Anchovy,1.35E-03,0,
Anchovy,1.61E-03,0,
Anchovy,1.92E-03,0,
Anchovy,2.29E-03,0,
Anchovy,2.72E-03,0,
Anchovy,3.24E-03,0,
Anchovy,3.86E-03,0,
Anchovy,4.59E-03,0,
Anchovy,5.47E-03,0,
Anchovy,6.51E-03,0,
Anchovy,7.75E-03,0,
Anchovy,9.23E-03,0,
Anchovy,1.10E-02,0,
Anchovy,1.31E-02,0,
Anchovy,1.56E-02,0,
Anchovy,1.85E-02,0,
Anchovy,2.21E-02,0,
Anchovy,2.63E-02,0,
Anchovy,3.13E-02,0,
Anchovy,3.73E-02,0,
Anchovy,4.44E-02,0,
Anchovy,5.28E-02,0,
Anchovy,6.29E-02,0,
Anchovy,7.49E-02,0,
Anchovy,8.92E-02,0,
Anchovy,1.06E-01,0,
Anchovy,1.26E-01,0,
Anchovy,1.51E-01,0,
Anchovy,1.79E-01,0,
Anchovy,2.13E-01,0,
Anchovy,2.54E-01,0,
Anchovy,3.03E-01,0,
Anchovy,3.60E-01,0,
Anchovy,4.29E-01,0,
Anchovy,5.11E-01,0,
Anchovy,6.08E-01,0,
Anchovy,7.24E-01,0,
Anchovy,8.62E-01,0,
Anchovy,1.03E+00,0,
Anchovy,1.22E+00,0,
Anchovy,1.46E+00,0,
Anchovy,1.73E+00,0,
Anchovy,2.06E+00,0,
Anchovy,2.46E+00,0,
Anchovy,2.92E+00,0,
Anchovy,3.48E+00,0,
Anchovy,4.15E+00,0,
Anchovy,4.94E+00,0,
Anchovy,5.88E+00,0,
Anchovy,7.00E+00,0,
Anchovy,8.33E+00,0,
Anchovy,9.92E+00,5,
Anchovy,1.18E+01,11,
Anchovy,1.41E+01,13,
Anchovy,1.67E+01,8,
Anchovy,1.99E+01,0,
Anchovy,2.37E+01,0,
Anchovy,2.83E+01,0,
Anchovy,3.37E+01,0,
Anchovy,4.01E+01,0,
Anchovy,4.77E+01,0,
Anchovy,5.68E+01,0,
Anchovy,6.76E+01,0,
Anchovy,8.05E+01,0,
Anchovy,9.59E+01,0,
Anchovy,1.14E+02,0,
Anchovy,1.36E+02,0,
Anchovy,1.62E+02,0,
Anchovy,1.93E+02,0,
Anchovy,2.29E+02,0,
Anchovy,2.73E+02,0,
Anchovy,3.25E+02,0,
Anchovy,3.87E+02,0,
Anchovy,4.61E+02,0,
Anchovy,5.49E+02,0,
Anchovy,6.54E+02,0,
Anchovy,7.78E+02,0,
Anchovy,9.27E+02,0,
Anchovy,1.10E+03,0,
Anchovy,1.31E+03,0,
Anchovy,1.56E+03,0,
Anchovy,1.86E+03,0,
Anchovy,2.22E+03,0,
Anchovy,2.64E+03,0,
Anchovy,3.14E+03,0,
Anchovy,3.74E+03,0,
Anchovy,4.46E+03,0,
Anchovy,5.31E+03,0,
Anchovy,6.32E+03,0,
Anchovy,7.52E+03,0,
Anchovy,8.96E+03,0,
Anchovy,1.07E+04,0,
Anchovy,1.27E+04,0,
Anchovy,1.51E+04,0,
Sardine,4.75E-04,0,
Sardine,5.66E-04,0,
Sardine,6.74E-04,0,
Sardine,8.02E-04,0,
Sardine,9.55E-04,0,
Sardine,1.14E-03,0,
Sardine,1.35E-03,0,
Sardine,1.61E-03,0,
Sardine,1.92E-03,0,
Sardine,2.29E-03,0,
Sardine,2.72E-03,0,
Sardine,3.24E-03,0,
Sardine,3.86E-03,0,
Sardine,4.59E-03,0,
Sardine,5.47E-03,0,
Sardine,6.51E-03,0,
Sardine,7.75E-03,0,
Sardine,9.23E-03,0,
Sardine,1.10E-02,0,
Sardine,1.31E-02,0,
Sardine,1.56E-02,0,
Sardine,1.85E-02,0,
Sardine,2.21E-02,0,
Sardine,2.63E-02,0,
Sardine,3.13E-02,0,
Sardine,3.73E-02,0,
Sardine,4.44E-02,0,
Sardine,5.28E-02,0,
Sardine,6.29E-02,0,
Sardine,7.49E-02,0,
Sardine,8.92E-02,0,
Sardine,1.06E-01,0,
Sardine,1.26E-01,0,
Sardine,1.51E-01,0,
Sardine,1.79E-01,0,
Sardine,2.13E-01,0,
Sardine,2.54E-01,0,
Sardine,3.03E-01,0,
Sardine,3.60E-01,0,
Sardine,4.29E-01,0,
Sardine,5.11E-01,0,
Sardine,6.08E-01,0,
Sardine,7.24E-01,0,
Sardine,8.62E-01,0,
Sardine,1.03E+00,0,
Sardine,1.22E+00,0,
Sardine,1.46E+00,0,
Sardine,1.73E+00,1,
Sardine,2.06E+00,0,
Sardine,2.46E+00,0,
Sardine,2.92E+00,1,
Sardine,3.48E+00,2,
Sardine,4.15E+00,9,
Sardine,4.94E+00,11,
Sardine,5.88E+00,6,
Sardine,7.00E+00,9,
Sardine,8.33E+00,1,
Sardine,9.92E+00,2,
Sardine,1.18E+01,7,
Sardine,1.41E+01,9,
Sardine,1.67E+01,9,
Sardine,1.99E+01,24,
Sardine,2.37E+01,28,
Sardine,2.83E+01,4,
Sardine,3.37E+01,380,
Sardine,4.01E+01,61,
Sardine,4.77E+01,0,
Sardine,5.68E+01,0,
Sardine,6.76E+01,0,
